#       distance        alpha.gas         T.liquid            T.gas            d.gas
  0.000495611692     0.0110236358       358.931754       359.982919   0.000100274223
  0.000819240407      0.016789543       358.938742        359.98286   0.000111201013
   0.00113716808     0.0250947932       358.948296       359.982754   0.000142855132
   0.00144949514     0.0345719453       358.960003       359.982646   0.000182099552
   0.00175632025     0.0444298115       358.973693       359.982563   0.000218681668
   0.00205774032     0.0544049438       358.989119       359.982507   0.000255318808
   0.00235385059     0.0642588337       359.006072       359.982486   0.000293171011
   0.00264474457     0.0737854276       359.024393       359.982511    0.00033155935
   0.00293051417     0.0829102593       359.043962       359.982591   0.000370583101
   0.00321124965     0.0918265784       359.064718       359.982733   0.000410758182
    0.0034870397       0.10089035       359.086665       359.982957   0.000452145244
   0.00375797143      0.110335152       359.109834       359.983294   0.000494283782
   0.00402413043       0.12022333       359.134243        359.98378   0.000536350732
   0.00428560077      0.130571056       359.159895       359.984455   0.000577365351
   0.00454246505      0.141404224       359.186778       359.985357   0.000616511979
   0.00479480441      0.152756884       359.214856       359.986523   0.000653388559
   0.00504269856      0.164669039       359.244061       359.987988    0.00068796284
   0.00528622581      0.177184396       359.274286       359.989784   0.000720267909
   0.00552546308      0.190344021       359.305402       359.991939   0.000750150234
   0.00576048596      0.204173778       359.337275       359.994482   0.000777381662
   0.00599136867      0.218670919       359.369787       359.997442   0.000802111747
   0.00621818415      0.233784638       359.402837        360.00085   0.000825968222
   0.00644100405      0.249375926       359.436334       360.004743   0.000853051539
   0.00665989875      0.265162222       359.470169       360.009157   0.000886531966
   0.00687493741      0.280698416       359.504204       360.014125   0.000925136536
   0.00708618794      0.295469033        359.53831       360.019672   0.000966113976
   0.00729371709      0.309019514       359.572415       360.025823    0.00100713325
   0.00749759041      0.321013692       359.606529       360.032598    0.00104514631
   0.00769787229      0.331282225       359.640736       360.040021    0.00107611302
   0.00789462601      0.339902456       359.675212       360.048121    0.00109588094
   0.00808791372      0.347282328        359.71026       360.056943    0.00110017149
   0.00827779647      0.354236042       359.746363       360.066551    0.00108358545
   0.00846433424      0.361907983       359.784293       360.077053    0.00104109501
   0.00864758597      0.371445735       359.825354       360.088664   0.000967573244
   0.00882760953      0.383148854        359.87206       360.101924   0.000858873538
   0.00900446181      0.395252973       359.930259       360.118706   0.000716579059
   0.00917819865      0.404334705       360.015602        360.14543   0.000554932574
   0.00934887495      0.408234879       360.159659       360.204527   0.000404797214
   0.00951654461      0.408535242       361.046559       361.028171   0.000310536617
