#       distance        alpha.gas         T.liquid            T.gas            d.gas
  0.000495611692   0.000290207253       359.013711       359.983653           0.0001
  0.000819240407   0.000432275638       359.024257       359.983607           0.0001
   0.00113716808   0.000713538423       359.039967       359.983552           0.0001
   0.00144949514     0.0012271677       359.060421       359.983493           0.0001
   0.00175632025    0.00212917133        359.08526       359.983432           0.0001
   0.00205774032    0.00367312737         359.1141        359.98337           0.0001
   0.00235385059    0.00625689238         359.1465       359.983305           0.0001
   0.00264474457     0.0104757892       359.181921       359.983236           0.0001
   0.00293051417     0.0171013248       359.219673       359.983149   0.000100420784
   0.00321124965      0.026652929       359.258851       359.983033   0.000106258642
    0.0034870397     0.0387637109       359.298561       359.982906   0.000121691395
   0.00375797143     0.0525048382       359.338265       359.982801   0.000140738037
   0.00402413043     0.0672280512       359.377659        359.98272    0.00015846664
   0.00428560077      0.082578798       359.416486       359.982651   0.000175266282
   0.00454246505     0.0982568781       359.454545       359.982589   0.000191381628
   0.00479480441      0.114020677       359.491686       359.982532   0.000206745873
   0.00504269856      0.129698207       359.527799       359.982481   0.000221401168
   0.00528622581      0.145181299         359.5628       359.982436   0.000235367396
   0.00552546308      0.160423386       359.596625       359.982399   0.000248557469
   0.00576048596      0.175437625       359.629212       359.982376   0.000260828635
   0.00599136867      0.190287751       359.660484       359.982371   0.000272031838
   0.00621818415      0.205070541       359.690342        359.98239    0.00028201842
   0.00644100405       0.21989749       359.718694       359.982442   0.000290589944
   0.00665989875      0.234880817       359.745482       359.982534   0.000297430182
   0.00687493741       0.25012458       359.770706       359.982676   0.000302069608
   0.00708618794      0.265723721       359.794419       359.982885    0.00030398239
   0.00729371709      0.281771235        359.81672        359.98319    0.00030291212
   0.00749759041      0.298368634       359.837729       359.983632   0.000299436319
   0.00769787229      0.315625999       359.857572       359.984273    0.00029624379
   0.00789462601      0.333659028       359.876378       359.985207   0.000296708017
   0.00808791372      0.352593766       359.894325       359.986563   0.000301399219
   0.00827779647      0.372555916       359.911683       359.988519   0.000309548298
   0.00846433424      0.393708849       359.928822       359.991322   0.000320553025
   0.00864758597      0.416362358       359.946243       359.995328   0.000332856433
   0.00882760953      0.441030499        359.96469       360.001117   0.000343211042
   0.00900446181      0.467085101       359.985572       360.010014   0.000346003949
   0.00917819865      0.489415605       360.012495       360.025907   0.000334455027
   0.00934887495      0.501300797       360.053014        360.06183   0.000309441218
   0.00951654461      0.503899591       360.589733       360.598654   0.000287225923
