#       distance        alpha.gas         T.liquid            T.gas            d.gas
  0.000495611692   4.92767401e-06       357.351724       359.979345   0.000179149113
  0.000819240407    3.2552976e-05       357.373285       359.978272           0.0001
   0.00113716808   0.000574311091       357.405529       359.977556           0.0001
   0.00144949514     0.0043132272       357.447322        359.97746           0.0001
   0.00175632025     0.0161696895       357.496828       359.976412   0.000120253761
   0.00205774032     0.0364115387       357.552437       359.972546    0.00025517469
   0.00235385059     0.0552634618       357.615277       359.966908   0.000510584862
   0.00264474457     0.0650282719        357.68711       359.962366   0.000712627036
   0.00293051417     0.0700614914       357.766219       359.959107    0.00082194435
   0.00321124965     0.0762343947        357.84872       359.956071   0.000918155947
    0.0034870397     0.0862182734       357.930809       359.953196    0.00102116923
   0.00375797143      0.102103777       358.008898       359.950707    0.00112922886
   0.00402413043      0.125611878       358.080407       359.948661    0.00125069971
   0.00428560077      0.157772575       358.145209       359.947017    0.00139162546
   0.00454246505      0.197633582       358.205197       359.945852    0.00154793492
   0.00479480441       0.24206828       358.261648       359.945296     0.0017072717
   0.00504269856      0.287427592       358.314402        359.94537    0.00185323385
   0.00528622581      0.330616906       358.363222       359.945976     0.0019724298
   0.00552546308      0.368943631       358.408429       359.946995     0.0020580864
   0.00576048596      0.400254967       358.450702       359.948396    0.00210656393
   0.00599136867       0.42301353       358.490946       359.950198     0.0021094273
   0.00621818415      0.435325596       358.530293       359.952381    0.00205352349
   0.00644100405      0.435968466       358.569988       359.954926    0.00194117161
   0.00665989875      0.425632694       358.611111       359.957899    0.00179748153
   0.00687493741      0.406036421       358.654317       359.961387    0.00165476811
   0.00708618794       0.38117641       358.699761       359.965333    0.00153525971
   0.00729371709      0.356964045        358.74724       359.969568    0.00144418177
   0.00749759041       0.33741645       358.796485       359.974011    0.00137477982
   0.00769787229       0.32376897       358.847391       359.978713    0.00131805549
   0.00789462601      0.315777882       358.900069       359.983749     0.0012674854
   0.00808791372      0.312730583       358.954817       359.989147    0.00121867094
   0.00827779647      0.314639158       359.012098       359.994901    0.00116781913
   0.00846433424      0.322670581       359.072638       360.001014    0.00110990278
   0.00864758597      0.337937876       359.137731       360.007522    0.00103655256
   0.00882760953      0.360752148       359.210224       360.014594   0.000935219382
   0.00900446181      0.387955808       359.297717       360.022924    0.00079381728
   0.00917819865      0.410617809       359.422263       360.034879   0.000616940205
   0.00934887495      0.420545293       359.627818       360.058615   0.000441628882
   0.00951654461      0.420579982       360.675278       360.877008    0.00032903368
