#       distance        alpha.gas         T.liquid            T.gas            d.gas
  0.000495611692   0.000933081786       357.249768       359.966989           0.0001
  0.000819240407    0.00531718849       357.269199        359.96383           0.0001
   0.00113716808     0.0171032461       357.295416       359.952066   0.000127987142
   0.00144949514     0.0356891658       357.324261       359.925495   0.000285450721
   0.00175632025     0.0530653449         357.3556       359.894607   0.000566483283
   0.00205774032     0.0634642263         357.3928       359.872084   0.000782147798
   0.00235385059     0.0702191462       357.438754       359.856333   0.000885247233
   0.00264474457     0.0778257758       357.494102       359.842081   0.000964007311
   0.00293051417     0.0885655368       357.556474       359.828217    0.00105408402
   0.00321124965      0.104544915        357.62124       359.815057    0.00115478684
    0.0034870397      0.127523501       357.683745       359.802748    0.00126826189
   0.00375797143      0.158361973       357.741749       359.791097    0.00139869505
   0.00402413043      0.196264443       357.796007       359.780275    0.00154502295
   0.00428560077      0.238771802       357.847643       359.770822    0.00170252002
   0.00454246505      0.282873901       357.896399       359.763073    0.00186465434
   0.00479480441      0.325843224        357.94161       359.757114    0.00202321046
   0.00504269856      0.365203644       357.983082       359.752863    0.00216651174
   0.00528622581      0.398851329       358.021148       359.749984    0.00227620496
   0.00552546308       0.42532244       358.056584       359.748067    0.00232939527
   0.00576048596      0.443552169       358.090463       359.746887    0.00230621146
   0.00599136867      0.451929534       358.123982       359.746342    0.00220448941
   0.00621818415      0.449432055       358.158202       359.746331    0.00205141237
   0.00644100405      0.436778508       358.193827       359.746753    0.00188327017
   0.00665989875      0.415686107       358.231171       359.747508    0.00172596537
   0.00687493741      0.389769175       358.270223       359.748459    0.00159358913
   0.00708618794      0.364101073       358.310775        359.74946    0.00148928601
   0.00729371709       0.34245973       358.352591       359.750403    0.00140866295
   0.00749759041      0.326513722       358.395542       359.751225    0.00134501453
   0.00769787229      0.316318863       358.439651       359.751893    0.00129222831
   0.00789462601      0.311054281       358.485073       359.752373    0.00124539049
   0.00808791372      0.309961118       358.532074       359.752618    0.00120053517
   0.00827779647      0.313286978       358.581039       359.752574    0.00115389084
   0.00846433424      0.322023186       358.632545       359.752157    0.00110050908
   0.00864758597      0.337004459       358.687591       359.751217    0.00103298397
   0.00882760953      0.358312264       358.748329       359.749405   0.000941289182
   0.00900446181      0.382700966       358.820497       359.745683   0.000816492364
   0.00917819865      0.402213485       358.920425       359.736806   0.000662536243
   0.00934887495      0.410462713       359.074454       359.716436   0.000509125138
   0.00951654461      0.410462967       359.908917       360.276494   0.000409170359
