#       distance        alpha.gas         T.liquid            T.gas            d.gas
  0.000495611692    0.00604542209       358.987074       359.983321           0.0001
  0.000819240407    0.00953806594        358.99534       359.983224   0.000100508715
   0.00113716808     0.0156720299       359.006963       359.983087   0.000110240288
   0.00144949514     0.0240794592       359.020994       359.982926   0.000137267432
   0.00175632025     0.0337322605       359.036963       359.982775   0.000171012661
   0.00205774032     0.0439812407       359.054622       359.982644    0.00020256968
   0.00235385059     0.0545652694       359.073701       359.982521   0.000233495006
   0.00264474457     0.0652517659        359.09396       359.982405   0.000264522292
   0.00293051417     0.0758522518       359.115203       359.982295    0.00029490876
   0.00321124965     0.0862431799        359.13726       359.982192   0.000324354152
    0.0034870397      0.096347086       359.159985       359.982101     0.0003528228
   0.00375797143      0.106241591       359.183263       359.982022   0.000380251305
   0.00402413043      0.116223426        359.20703       359.981959   0.000406642394
   0.00428560077      0.126573652       359.231261        359.98192   0.000431934629
   0.00454246505      0.137394511       359.255925       359.981917   0.000455801311
   0.00479480441       0.14871095       359.280961       359.981961   0.000477635214
   0.00504269856      0.160548377       359.306263       359.982065   0.000496922121
   0.00528622581      0.172934739       359.331692       359.982239   0.000514262113
   0.00552546308      0.185898138       359.357084       359.982495   0.000532944748
   0.00576048596      0.199461294       359.382284       359.982853   0.000557062584
   0.00599136867      0.213637114       359.407182       359.983338   0.000587356858
   0.00621818415      0.228426001       359.431722       359.983974   0.000622955824
   0.00644100405      0.243806955       359.455897       359.984783   0.000663921235
   0.00665989875      0.259747584       359.479736       359.985787   0.000710537196
   0.00687493741      0.276219016        359.50329       359.987008   0.000762734034
   0.00708618794      0.293025713       359.526592       359.988467   0.000819895861
   0.00729371709      0.309563178       359.549614       359.990186   0.000880300535
   0.00749759041      0.324992973       359.572291       359.992188   0.000940621501
   0.00769787229      0.338649217       359.594595       359.994494   0.000995947709
   0.00789462601      0.350224349       359.616593       359.997132    0.00104010289
   0.00808791372      0.359842636       359.638452       360.000131    0.00106723991
   0.00827779647      0.368139072       359.660447       360.003534    0.00107204146
   0.00846433424       0.37623217       359.683014       360.007401    0.00104810102
   0.00864758597       0.38537209       359.706847       360.011829   0.000990960114
   0.00882760953      0.396149247       359.733207       360.017033   0.000898654768
   0.00900446181      0.407280059       359.764931        360.02366   0.000773547618
   0.00917819865      0.415685403       359.809372       360.033576   0.000628302678
   0.00934887495      0.419349492       359.878686       360.052402   0.000490411528
   0.00951654461      0.419727379       360.470029        360.56955   0.000402186675
